Project Number,Sector,Province,Name,Amount
90080,CHARITIES,NORTHERN CAPE,Ba`One Intellectual Disability Centre,597198.0
90106,CHARITIES,NORTHERN CAPE,Rearuta Day Care Centre,115194.0
89745,CHARITIES,NORTHERN CAPE,Caritas Kinder -En Jeusorsentrum,2036965.0
95861,CHARITIES,NORTHERN CAPE,Maruping Health Care Group,142750.0
98468,CHARITIES,NORTHERN CAPE,Bathusi Early Learning Centre,66000.0
97044,CHARITIES,NORTHERN CAPE,Kilokilo Early Learning Centre,135287.0
97090,CHARITIES,NORTHERN CAPE,Sonskyn Hoekie Kleuterskool Klipfontein,192000.0
99076,CHARITIES,NORTHERN CAPE,Promise Land Day Care Centre,108250.0
99107,CHARITIES,NORTHERN CAPE,Mary Dale Sopkombuis,106000.0
90351,CHARITIES,NORTHERN CAPE,Dingleton Community Health Workers Project,613900.0
81422,CHARITIES,NORTHERN CAPE,Rearuta  Day Care Centre,825000.0
98166,CHARITIES,NORTHERN CAPE,Morethusi Care Of The Aged,135750.0
98169,CHARITIES,NORTHERN CAPE,Tswelelopele Elderly Club,147250.0
98173,CHARITIES,NORTHERN CAPE,Tsibogo Home Based Care,133000.0
95901,CHARITIES,NORTHERN CAPE,Tswelelopele Educare Centre,200000.0
96911,CHARITIES,NORTHERN CAPE,Die Afrikaanse Christelike Vrouevereniging Van Daniëlskuil,163800.0
80764,CHARITIES,NORTHERN CAPE,Bathusi Early Learning Centre,1266667.0
80776,CHARITIES,NORTHERN CAPE,Hug A Bag Educare Centre,1266667.0
80797,CHARITIES,NORTHERN CAPE,Barati Pre-Primary School,1266667.0
80811,CHARITIES,MPUMALANGA,Oasis Skills Development Centre,1266667.0
80824,CHARITIES,MPUMALANGA,Masakhane Educare Centre,1266667.0
80827,CHARITIES,MPUMALANGA,Rainbow Day Care Centre,1266667.0
80918,CHARITIES,MPUMALANGA,A C V V De Aar,1316667.0
81046,CHARITIES,MPUMALANGA,Mpelega Pre-Primary School,2633334.0
85265,CHARITIES,MPUMALANGA,The Association For Sustainable Rural Development,2583334.0
97086,CHARITIES,MPUMALANGA,Tshwaragano Day Care Centre,184201.0
96040,CHARITIES,MPUMALANGA,Realeka Pre School,248617.0
97030,CHARITIES,MPUMALANGA,Women To Women,222000.0
97074,CHARITIES,MPUMALANGA,Grassroots Edge,129600.0
97136,CHARITIES,MPUMALANGA,Vinknessie Kleuterskool,135541.0
98409,CHARITIES,MPUMALANGA,Didintle Edu-Care Centre,300000.0
70869,CHARITIES,MPUMALANGA,Acvv Pofadder,19870.0
96461,CHARITIES,MPUMALANGA,Tsogang Garden Project,105400.0
97089,CHARITIES,MPUMALANGA,Hopetown Homebase Care Hospice,62679.0
103628,CHARITIES,MPUMALANGA,Abrina 3641,7500000.0
90112,CHARITIES,MPUMALANGA,Noord Kaap Vigs Forum,318999.0
96286,CHARITIES,MPUMALANGA,Women Empowerment Movement International,90800.0
96318,CHARITIES,MPUMALANGA,The Kimberley Utility Housing Company(Belgrave Lodge),104000.0
90155,CHARITIES,MPUMALANGA,Re Tlameleng School,149324.0
90164,CHARITIES,MPUMALANGA,Kokerboom-Oord Tehuis Vir Bejaardes,200000.0
97096,CHARITIES,MPUMALANGA,Lefi ka Drop In Centre,114907.0
90069,CHARITIES,MPUMALANGA,Protiro Care Givers,572900.0
90111,CHARITIES,MPUMALANGA,Reach 4 A Dream,225298.0
96926,CHARITIES,MPUMALANGA,Bimbo Voorskoolse Sentrum,145670.0
90108,CHARITIES,MPUMALANGA,Families South Africa Upington,3001321.0
89703,CHARITIES,MPUMALANGA,Women In Action,307857.0
90110,CHARITIES,MPUMALANGA,The Nightingale Hospice,1471261.0
90171,CHARITIES,MPUMALANGA,Custoda Trust,1507702.0
95855,CHARITIES,MPUMALANGA,Feetjieland Kleuterskool,200000.0
95879,CHARITIES,MPUMALANGA,African Gospel Day Care Centre,200000.0
96909,CHARITIES,MPUMALANGA,Babbel And Krabbel Pre-School,106750.0
94344,CHARITIES,MPUMALANGA,The Tamar Shelter Society,282600.0
97088,CHARITIES,MPUMALANGA,Little Flower Day Care Centre,125970.0
97091,CHARITIES,MPUMALANGA,Thusang Bagodi Care Club Centre,95714.0
97084,CHARITIES,MPUMALANGA,St Peters Pre-School,215306.0
97126,CHARITIES,NORTHERN CAPE,A C V V Kuruman,200000.0
90080,CHARITIES,NORTHERN CAPE,Ba`One Intellectual Disability Centre,782000.0
81435,CHARITIES,NORTHERN CAPE,Caritas Gemeenskaps Fokus Npc,1800000.0
99224,CHARITIES,NORTHERN CAPE,South African First Indigenous And Human Rights Organisation,90000.0
99678,CHARITIES,NORTHERN CAPE,Sunrise Day Care Centre,102500.0
99679,CHARITIES,NORTHERN CAPE,Enkosi Creche,101000.0
98554,CHARITIES,NORTHERN CAPE,Rethabile Pre School,75280.0
97094,CHARITIES,NORTHERN CAPE,Realeoba Early Child Centre,142500.0
98164,CHARITIES,NORTHERN CAPE,Skeyfontein Soup Kitchen,225000.0
86291,CHARITIES,NORTHERN CAPE,Heseqwa Caring Network,813000.0
89642,CHARITIES,NORTHERN CAPE,Ntime Omphele Ngwana Day Care,400000.0
89766,CHARITIES,NORTHERN CAPE,Sarfat Soup Kitchen,231500.0
98455,CHARITIES,NORTHERN CAPE,Hiv/Aids Ministries Of The Diocese Of Keimoes - Upington,63702.0
90099,CHARITIES,NORTHERN CAPE,Phumelela Child Development,143000.0
97099,CHARITIES,NORTHERN CAPE,Alesitswe Early Child Development,216690.0
98838,CHARITIES,NORTHERN CAPE,Washington Drop-In Centre,80000.0
99152,CHARITIES,NORTHERN CAPE,Legatus,294880.0
99191,CHARITIES,NORTHERN CAPE,Reamogetse Early Learning Centre,68499.0
99207,CHARITIES,NORTHERN CAPE,Loago Drop In Centre,109200.0
99364,CHARITIES,NORTHERN CAPE,Thusano Care Givers,87000.0
99151,CHARITIES,NORTHERN CAPE,Galeshewe Association For The Care Of The Aged & Disabled,500000.0
99633,CHARITIES,NORTHERN CAPE,Hope Town Youth Centre,129500.0
99150,CHARITIES,NORTHERN CAPE,Vosburg Soup Kitchen,131128.0
90353,CHARITIES,NORTHERN CAPE,A C V V  Williston,101035.0
99211,CHARITIES,NORTHERN CAPE,Gigi`S Soup Kitchen,100500.0
90085,CHARITIES,NORTHERN CAPE,A C V V Springbok,472245.0
97054,CHARITIES,NORTHERN CAPE,Obama Day Care Centre,112500.0
90083,CHARITIES,NORTHERN CAPE,Didintle Educare,1302500.0
99274,CHARITIES,NORTHERN CAPE,Boipuso Home  Based Care,73500.0
99292,CHARITIES,NORTHERN CAPE,Boitumelo,111100.0
99301,CHARITIES,NORTHERN CAPE,Elsje Creche Cum Kleuterskool,91000.0
99673,CHARITIES,NORTHERN CAPE,Iketleng Project,94400.0
97085,CHARITIES,NORTHERN CAPE,Tireleng Pre-School,177838.0
99112,CHARITIES,NORTHERN CAPE,Ebongo Pre-School,70120.0
101482,MISCELLANEOUS,NORTHERN CAPE,101482 - Wildeklawer School Sport Academy,500000.0
63911,SPORTS,NORTHERN CAPE,Willie Theron Primary School,100000.0
76247,SPORTS,NORTHERN CAPE,Banksdrift High School,243860.0
78219,SPORTS,NORTHERN CAPE,Gamohana Intermediate School,300000.0
98666,SPORTS,NORTHERN CAPE,Apd Benede Oranje,49000.0
78373,SPORTS,NORTHERN CAPE,Pella R.c. Intermediate School,125050.0
98641,SPORTS,NORTHERN CAPE,Nc Boxing Academy Npc,133482.27
98696,SPORTS,NORTHERN CAPE,Good Hope Swem Kimberley,300490.52
98699,SPORTS,NORTHERN CAPE,Prieska Siyathemba Golf Club,300000.0
98510,SPORTS,NORTHERN CAPE,Postdene Masters Fc,66000.0
98538,SPORTS,NORTHERN CAPE,Uprisers Fc,278940.29
98655,SPORTS,NORTHERN CAPE,Springbok Athletics Academy,301146.47
98638,SPORTS,NORTHERN CAPE,Diamond Park Sorellas Hockey Club,137937.0
98540,SPORTS,NORTHERN CAPE,Marigolds Rugby Club,252098.98
78162,SPORTS,NORTHERN CAPE,Lekwene Primary School,300069.15
98620,SPORTS,NORTHERN CAPE,Homevale Old Boys Hockey,281424.0
98706,SPORTS,NORTHERN CAPE,Kimberley City Football Club,28932.35
98709,SPORTS,NORTHERN CAPE,Kimberley Jukskei Club,14000.0
98592,SPORTS,NORTHERN CAPE,Thistles Rugby Football Club,297977.0
98698,SPORTS,NORTHERN CAPE,Galeshewe Athletic Club,300000.0
98608,SPORTS,NORTHERN CAPE,Saints Hockey Club,102065.0
78364,SPORTS,NORTHERN CAPE,Curriescamp Primary School,50000.0
98680,SPORTS,NORTHERN CAPE,Universals Rugby Football Club,61643.9
98639,SPORTS,NORTHERN CAPE,Junior Tigers Fc,218315.0
98595,SPORTS,NORTHERN CAPE,Desert Daisies Rugby Club,297096.5
65102,SPORTS,NORTHERN CAPE,Kgatelopele Local Football Association,81059.07
103236,SPORTS,NORTHERN CAPE,Sol Plaatje University,9946111.0
98693,SPORTS,NORTHERN CAPE,Iwisa Chiefs Fc,59717.0
98523,SPORTS,NORTHERN CAPE,Northern Cape Sport Association For The Physical Disabled,1508464.0
98654,SPORTS,NORTHERN CAPE,Namaqualand Sport Association For The Physically Disabled,200000.0
98708,SPORTS,NORTHERN CAPE,Northern Cape Jukskei Union,200000.0
75309,SPORTS,NORTHERN CAPE,Specialist Agent For Youth,6500000.0
98614,SPORTS,NORTHERN CAPE,Real Madrid Football Club,167337.0
98647,SPORTS,NORTHERN CAPE,Young Stars Football Club,256896.46
74044,ARTS,NORTH WEST,"Mmabana Arts, Culture And Sports Foundation",7938159.0
56603,ARTS,NORTH WEST,Mphebatho Museum,1400000.0
86061,ARTS,NORTH WEST,Tshwaragano Institute Of Socio Economic And Cultural Inclusion,1052000.0
73249,ARTS,NORTH WEST,Obakeng Disability Organisation,980973.63
73669,ARTS,NORTH WEST,Kopano Theatre Club,888843.6
73194,ARTS,NORTH WEST,Letlhabile Care For The Aged Organisation,400000.0
74222,ARTS,NORTH WEST,Rural Educational Development Corporation,415121.2
90770,ARTS,NORTH WEST,Mafi keng Fm,822000.0
103659,ARTS,NORTH WEST,Ikitse Cultural Village,2514000.0
90401,ARTS,NORTH WEST,Makapanstad  Rural Development Centre,1250000.0
103693,ARTS,NORTH WEST,Ikitse Cultural Solutions,2400950.0
73379,ARTS,NORTH WEST,Mosekaphofu Cultural Mull,1200000.0
89579,ARTS,NORTH WEST,Merakeng Foundation,2000000.0
89649,ARTS,NORTH WEST,Merakeng Foundation,1400000.0
89435,ARTS,NORTH WEST,The Herman Charles Bosman Living Museum,320300.0
89794,ARTS,NORTH WEST,North West Provincial Recreation Council,750000.0
89682,ARTS,NORTH WEST,Merakeng Foundation,3328000.0
89296,ARTS,NORTH WEST,Tshwaragano Institute Of Socio Economic & Cultural Inclusion,798000.0
89392,ARTS,NORTH WEST,Tswaragano Institute Of Socio Economic & Cultural Inclusion,476700.0
57321,CHARITIES,NORTH WEST,Tokologo Community Learning Centre,42241.0
68580,CHARITIES,NORTH WEST,Kefi lwe Mpho Foundation,107020.0
86225,CHARITIES,NORTH WEST,Gaabo Motho Drop In Centre,327050.0
73381,CHARITIES,NORTH WEST,Mosekaphofu Cultural Mull,2400000.0
89992,CHARITIES,NORTH WEST,Heidedal Youth Mission Centre,592646.0
68043,CHARITIES,NORTH WEST,Thusano Pre-School,60250.0
69280,CHARITIES,NORTH WEST,Retshwenyegile Home Based Care,121000.0
85991,CHARITIES,NORTH WEST,Tsibogang Christian Action Group,980000.0
86289,CHARITIES,NORTH WEST,Abraham Kriel Children's Home Potchefstroom,1720000.0
86554,CHARITIES,NORTH WEST,Savf Zeerust Tehuis,403246.0
87294,CHARITIES,NORTH WEST,Silwerjare Home For The Aged,304181.0
50724,CHARITIES,NORTH WEST,Ganoke Primary School,290000.0
50804,CHARITIES,NORTH WEST,Atamelang Primary School,290000.0
68421,CHARITIES,NORTH WEST,Savf Hartbeespoort Okkupasie Woonstelle,26250.0
69493,CHARITIES,NORTH WEST,Tshaneng Day Care Centre,200000.0
94826,CHARITIES,NORTH WEST,Legae Motheo Shelter Welfare Centre,105500.0
68815,CHARITIES,NORTH WEST,Tiisetso Day Care Centre,167299.0
67941,CHARITIES,NORTH WEST,Semakaleng Day Care Centre,95100.0
87117,CHARITIES,NORTH WEST,Klerksdorp Home For The Aged / Klerksdorp Tuiste Vir Bejaardes,225000.0
87309,CHARITIES,NORTH WEST,Brits-Hartbeespoort Hospice,2377373.0
87107,CHARITIES,NORTH WEST,Japie Kritzinger Home For The Aged,342000.0
87303,CHARITIES,NORTH WEST,Koster Home For The Aged / Koster Tuiste Vir Bejaardes,299329.0
91133,CHARITIES,NORTH WEST,Ng Welfare Klerksdorp / Ng Weslyn Klerksdorp,451060.0
94866,CHARITIES,NORTH WEST,Lereng Bana Day Educare Centre,51395.0
94851,CHARITIES,NORTH WEST,Serenity Rehabilitation And Development Home,144621.0
86063,CHARITIES,NORTH WEST,Alfa Kindergarten Dan Day Care Centre,248500.0
86347,CHARITIES,NORTH WEST,Atlegang Day Care,241679.0
88557,CHARITIES,NORTH WEST,Kanana Development Centre,745800.0
91139,CHARITIES,NORTH WEST,Ng Welfare Schweizer-Reneke/ Ng Welsyn Schweizer-Reneke,349000.0
86370,CHARITIES,NORTH WEST,Ipelegeng Day Care Centre,400100.0
95194,CHARITIES,NORTH WEST,Olga`S Kiddies Day Care Centre,102183.0
86492,CHARITIES,NORTH WEST,Tshwara Otiise Creche,1279274.0
91106,CHARITIES,NORTH WEST,Ng Welfare Koster,106200.0
86065,CHARITIES,NORTH WEST,Childline North West,956300.0
86364,CHARITIES,NORTH WEST,North North-West Care For Persons With Disabilities,629481.0
85959,CHARITIES,NORTH WEST,Relebogile Care And Support Group (Ngobi),554998.0
86273,CHARITIES,NORTH WEST,Hospice Matlosana,820000.0
86356,CHARITIES,NORTH WEST,Hospice Rustenburg,697979.0
94878,CHARITIES,NORTH WEST,One Foundation,58650.0
68276,CHARITIES,NORTH WEST,Khensani Combined Pre-School,318113.0
87033,CHARITIES,NORTH WEST,The Mafi keng Spca,514526.0
71455,CHARITIES,NORTH WEST,Tapologo Hiv/Aids Programme,177250.0
87101,CHARITIES,NORTH WEST,Naledi Early Learning Centre,410726.0
95019,CHARITIES,NORTH WEST,Ikageng Early Learning Centre,90000.0
86560,CHARITIES,NORTH WEST,Chritelik - Maatskaplike Raad Rustenburg,581749.0
94881,CHARITIES,NORTH WEST,Boinelo Early  Learning Centre,97500.0
95147,CHARITIES,NORTH WEST,Bophelo Pele Home Based Care,70350.0
94815,CHARITIES,NORTH WEST,Boitshepi Orphanage Home,99500.0
86825,CHARITIES,NORTH WEST,Baikemedi Home Based Cere,253060.0
87110,CHARITIES,NORTH WEST,Badiri Service Club,123838.0
89323,CHARITIES,NORTH WEST,Retshwenyegile Home Based Care,601000.0
91130,CHARITIES,NORTH WEST,Ng Welfare Zeerust,268070.0
94428,CHARITIES,NORTH WEST,Ubuntu Non Profi t Organisation,145000.0
95002,CHARITIES,NORTH WEST,Remmogo Day Care Centre,350000.0
95076,CHARITIES,NORTH WEST,Setshaba Creche,427000.0
95120,CHARITIES,NORTH WEST,Tshwaraganang Creche,116865.0
95121,CHARITIES,NORTH WEST,Kgakololo Early Learning Centre,427000.0
81159,CHARITIES,NORTH WEST,Agape Kleuterland,1266667.0
87073,CHARITIES,NORTH WEST,Lesedi Modderkuil Edu-Care,362200.0
89281,CHARITIES,NORTH WEST,Kgaratlho Project For The Blind,178781.0
95017,CHARITIES,NORTH WEST,Maatla Early Leaning Centre,477000.0
95056,CHARITIES,NORTH WEST,Tsholofelo Early Learing Centre,427000.0
79445,CHARITIES,NORTH WEST,Mercy Kidz Corner   (Resubmision),1266667.0
80399,CHARITIES,NORTH WEST,Bontle Day Care Centre,1266667.0
80524,CHARITIES,NORTH WEST,Tshireletso Day Care Centre,1266667.0
80537,CHARITIES,NORTH WEST,Rethabile Creche,1266667.0
80543,CHARITIES,NORTH WEST,Reatlegile Creche,1266667.0
80546,CHARITIES,NORTH WEST,Tokologo Creche,1266667.0
80734,CHARITIES,NORTH WEST,Obedience Day Care Centre,1266667.0
80743,CHARITIES,NORTH WEST,Martha Mamogale Creche,1266667.0
80746,CHARITIES,NORTH WEST,Oesi Day Care Centre,1266667.0
80748,CHARITIES,NORTH WEST,Molalatladi Creche,1266667.0
80927,CHARITIES,NORTH WEST,Bray Early Learning Centre,1266667.0
82181,CHARITIES,NORTH WEST,Khensani Combined Pre-School,1266667.0
84333,CHARITIES,NORTH WEST,Barona Day Care Centre,1266667.0
84589,CHARITIES,NORTH WEST,Tshedimosetso Early Learning Centre,1266667.0
84629,CHARITIES,NORTH WEST,Ithembalethu Child Care & Pre School,1266667.0
94816,CHARITIES,NORTH WEST,Sanpark Alcoholic And Drug Centre,420072.0
86316,CHARITIES,NORTH WEST,Rustenburg Rusoord Maatskappy,200000.0
95009,CHARITIES,NORTH WEST,Sizabantu Support Group,225091.0
86385,CHARITIES,NORTH WEST,Phokeng Trauma Centre,881870.0
89332,CHARITIES,NORTH WEST,Rorisang Men & Youth Development Services,791800.0
87029,CHARITIES,NORTH WEST,Helping Hand Hospice,362626.0
95027,CHARITIES,NORTH WEST,Thakaneng Pre-School,130093.0
95126,CHARITIES,NORTH WEST,Selebanyeng Creche,65000.0
95039,CHARITIES,NORTH WEST,Lapologa Day Care Centre,118504.0
86490,CHARITIES,NORTH WEST,Mpepi Creche,382000.0
95186,CHARITIES,NORTH WEST,Savf Rustenburg,264177.0
95068,CHARITIES,NORTH WEST,Rethusa Batho Adult Care Centre,121600.0
89288,CHARITIES,NORTH WEST,Mphatlhose Community Development,195000.0
86347,CHARITIES,NORTH WEST,Atlegang Day Care,241678.0
87035,CHARITIES,NORTH WEST,Mogodu Children's Home,519300.0
95639,CHARITIES,NORTH WEST,Breakthrough Support Group,62000.0
91101,CHARITIES,NORTH WEST,Ng Welfare Lichtenburg,205200.0
69154,CHARITIES,NORTH WEST,Ntshalleng Le Bana Care Centre,40750.0
72489,CHARITIES,NORTH WEST,Batlamedi Health And Welfare Organisation,87250.0
80745,CHARITIES,NORTH WEST,Itireleng Tataiso Day Care Centre,1266667.0
80749,CHARITIES,NORTH WEST,Tshwaraganang Creche,810000.0
80790,CHARITIES,NORTH WEST,Ng Welsyn Vryburg,825000.0
87301,CHARITIES,NORTH WEST,Huis Delarey Tuiste Vir Bejaardes,364671.0
80565,CHARITIES,NORTH WEST,Mmamogau Early Learning Centre,800000.0
94701,CHARITIES,NORTH WEST,Tlhomamang Family Care Centre,109420.0
95075,CHARITIES,NORTH WEST,Bogosi Children Youth Women Development,102800.0
95457,CHARITIES,NORTH WEST,Tsholetsha Disability Care Centre,100000.0
95458,CHARITIES,NORTH WEST,Kwena Mosadi Community Centre,102837.0
87363,CHARITIES,NORTH WEST,Rusoord Ouetehuis Vryburg,109000.0
89955,CHARITIES,NORTH WEST,Savf Evanna Tehuis,215000.0
95045,CHARITIES,NORTH WEST,Bopang Day Care Centre,1266667.0
86063,CHARITIES,NORTH WEST,Alfa Kindergarten Dan Day Care Centre,248500.0
80925,CHARITIES,NORTH WEST,Tlhaping Early Learning Centre,1266667.0
80374,CHARITIES,NORTH WEST,Lesang Catholic Pre School,825000.0
80706,CHARITIES,NORTH WEST,Kefentse Kalaote Pre - School,792000.0
80763,CHARITIES,NORTH WEST,Maranatha Community Centre,825000.0
86813,CHARITIES,NORTH WEST,Beleganang Home Base Care,549920.0
79447,CHARITIES,NORTH WEST,Prosperity Nursery And Pre-School,792000.0
89912,CHARITIES,NORTH WEST,Savf Potchefstroom Gesinsorg,365000.0
95657,CHARITIES,NORTH WEST,Lola Lawrence Modikoane Project,100000.0
80417,CHARITIES,NORTH WEST,Boitshoko Day Care Centre,1630000.0
80694,CHARITIES,NORTH WEST,Itukise Pre School,792000.0
80732,CHARITIES,NORTH WEST,Kgotsong Pre-School,792000.0
86934,CHARITIES,NORTH WEST,Botshabelo Community Care Centre,112400.0
87967,CHARITIES,NORTH WEST,Reagoboka Drop In Centre,696731.0
94430,CHARITIES,NORTH WEST,Lonely Park - Signal Hill Disabled Project,360000.0
94826,CHARITIES,NORTH WEST,Legae Motheo Shelter Welfare Centre,105500.0
80658,CHARITIES,NORTH WEST,Happy Day Creche,805000.0
86808,CHARITIES,NORTH WEST,Sunrise Creche,436300.0
87549,CHARITIES,NORTH WEST,Tsibogo Day Care Centre,102047.0
87868,CHARITIES,NORTH WEST,Mpepu Nnaka Early Learning Centre,337000.0
95598,CHARITIES,NORTH WEST,Mashakwane Day Care And Women Development Centre,194350.0
86558,CHARITIES,NORTH WEST,Christelik-Maatskaplike Raad Brits,223074.0
89180,CHARITIES,NORTH WEST,Value & Appreciate Life Development Association,133000.0
89200,CHARITIES,NORTH WEST,Lifeline Mafi keng,583942.0
86439,CHARITIES,NORTH WEST,Lifeline North West - Rustenburg Centre,805500.0
86488,CHARITIES,NORTH WEST,Reitiretse Early Learning Centre,120000.0
89923,CHARITIES,NORTH WEST,Amelia Nasorgsentrum,1353000.0
85889,CHARITIES,NORTH WEST,Lereng La Sa Itsose Creche And Pre-School,397000.0
86064,CHARITIES,NORTH WEST,Families South Africa Potchefstroom,626719.0
86449,CHARITIES,NORTH WEST,Modimong Creche,1019283.0
94909,CHARITIES,NORTH WEST,Ipopeng Early Learning Centre,300000.0
95010,CHARITIES,NORTH WEST,Gd Rakoi Early Learning Creche,300000.0
100725,CHARITIES,NORTH WEST,Madiba-A-Kubu Early Learning Centre,143000.0
89158,CHARITIES,NORTH WEST,Wolmaransstad Mowcs Hospice Centre,734595.0
94715,CHARITIES,NORTH WEST,Mts Ancillary Health Care Services,240218.0
95029,CHARITIES,NORTH WEST,Kutlwano Day Care Centre,67000.0
95081,CHARITIES,NORTH WEST,Tshwaraganang Creche,432000.0
95159,CHARITIES,NORTH WEST,Ikageng Community Pre-School,104380.0
95393,CHARITIES,NORTH WEST,Lesedi Pre-School,120000.0
95559,CHARITIES,NORTH WEST,Moretele Crime Prevention,135000.0
95670,CHARITIES,NORTH WEST,Aga-Thuto Day Care And Pre-School,119210.0
95682,CHARITIES,NORTH WEST,Dirisanang Home Base Care,100000.0
95795,CHARITIES,NORTH WEST,Go Ithuta Le Go Tshameka,100000.0
94732,CHARITIES,NORTH WEST,Kgatelopele Home Based Care,100000.0
100778,CHARITIES,NORTH WEST,Moremogolo Crisis Centre,149000.0
87023,CHARITIES,NORTH WEST,Families South Africa Rustenburg,175500.0
95591,CHARITIES,NORTH WEST,Tumelo Early Learning Center,149223.0
103398,MISCELLANEOUS,NORTH WEST,Mamovich,260738.0
40049,SPORTS,NORTH WEST,Geelhoutpark Secondary School,250000.0
76620,SPORTS,NORTH WEST,Kutlwano Secondary School,300000.0
77836,SPORTS,NORTH WEST,Retladira Primary School,287542.2
77909,SPORTS,NORTH WEST,Modiko Primary School,300000.0
40057,SPORTS,NORTH WEST,Mmabatho High School,350000.0
80270,SPORTS,NORTH WEST,Koketso Primary School,300000.0
40064,SPORTS,NORTH WEST,Malefo High School,250000.0
64715,SPORTS,NORTH WEST,Reitsositse Primary School,100000.0
77934,SPORTS,NORTH WEST,Makgophaneng Primary School,300000.0
77748,SPORTS,NORTH WEST,Bodibe Middle School,283639.58
40090,SPORTS,NORTH WEST,Geysdorp Secondary School,300000.0
77234,SPORTS,NORTH WEST,Molelwaneng Primary School,300000.0
99187,SPORTS,NORTH WEST,Kgothalang Home Based Care (Resubmision),4750000.0
64439,SPORTS,NORTH WEST,Mantsa Primary School,100000.0
77938,SPORTS,NORTH WEST,Mosekaphofu Secondary School,300000.0
37897,SPORTS,NORTH WEST,Seroophata Primary School,200000.0
63329,SPORTS,NORTH WEST,Manamolela Primary School,100000.0
77140,SPORTS,NORTH WEST,Sebopiwa Molema Middle School,300000.0
77900,SPORTS,NORTH WEST,Nchawe Pooe Primary School,300000.0
77911,SPORTS,NORTH WEST,Poifo Primary School,300000.0
80271,SPORTS,NORTH WEST,Ph Moeketsi Agricultural High School,293758.0
77331,SPORTS,NORTH WEST,Huhudi Secondary School,298059.14
61569,SPORTS,NORTH WEST,Mmamogwai Secondary School,100000.0
47846,SPORTS,NORTH WEST,Palmietkuil Primary School,115000.0
77750,SPORTS,NORTH WEST,Khumosejo Middle School,300000.0
77901,SPORTS,NORTH WEST,Monnaamere Primary School,300000.0
98423,SPORTS,NORTH WEST,Pochefstroom Dorp Cricket Club,259934.98
77742,SPORTS,NORTH WEST,Are-Itshokeng Public School,300000.0
63930,SPORTS,NORTH WEST,Sizamakwethu Primary School,99999.6
77211,SPORTS,NORTH WEST,Lodirile Tswaing High School,283604.28
77916,SPORTS,NORTH WEST,Zacharia Mankgatleng Secondary School,50000.0
76197,SPORTS,NORTH WEST,Tlholoe Primary School,299998.66
80208,SPORTS,NORTH WEST,Tumisang Public School,300000.0
77747,SPORTS,NORTH WEST,Noka Ya Lorato Primary School,299324.53
61576,SPORTS,NORTH WEST,Micha Kgasi High School,100000.0
79838,SPORTS,NORTH WEST,Mantserre Primary School,300000.0
77819,SPORTS,NORTH WEST,Matlaisane High School,299327.73
78097,SPORTS,NORTH WEST,Mamorake Primary School,295497.0
64799,SPORTS,NORTH WEST,Moncho Primary School,73500.0
78130,SPORTS,NORTH WEST,Pinagare High School,298000.0
76582,SPORTS,NORTH WEST,Ntsweletsoku Primary School,300000.0
78152,SPORTS,NORTH WEST,Monthusi Primary School,265000.0
77137,SPORTS,NORTH WEST,S.c. Kgobokoe High School,300000.0
77920,SPORTS,NORTH WEST,Syferbult Primary School,300000.0
77922,SPORTS,NORTH WEST,Bonolo Primary School,300000.0
60515,SPORTS,NORTH WEST,Madidi Premary School,98605.0
76502,SPORTS,NORTH WEST,Matiki Mooketsi Primary School,300000.0
78139,SPORTS,NORTH WEST,Thapama Secondary School,300000.0
76577,SPORTS,NORTH WEST,Sefutswelo Secondary School,300000.0
77120,SPORTS,NORTH WEST,Dihatshwane Primary School,300000.0
98419,SPORTS,NORTH WEST,Double  Action Football Club,192175.0
76035,SPORTS,NORTH WEST,St Catherine Primary School,300000.0
73605,ARTS,WESTERN CAPE,College Of Magic,179594.0
73459,ARTS,WESTERN CAPE,Masakhane Youth Centre,179995.17
73515,ARTS,WESTERN CAPE,The Jikeleza Dance Project,149932.0
73643,ARTS,WESTERN CAPE,Lunchbox Theatre,200000.0
73855,ARTS,WESTERN CAPE,The Educo Trust Of Africa,254508.0
73529,ARTS,WESTERN CAPE,Centre For Environmental Rights,300000.0
72979,ARTS,WESTERN CAPE,Boland Arts & Culture Centre,328798.68
73033,ARTS,WESTERN CAPE,The Community Media Trust,380000.0
73916,ARTS,WESTERN CAPE,The Amy Biehl Foundation Trust,380000.0
73533,ARTS,WESTERN CAPE,Livingit,380000.0
74139,ARTS,WESTERN CAPE,Youth Media Development Movement,380000.0
73398,ARTS,WESTERN CAPE,The Pinnacle Point Beach And Golf Resort Conservation Trust,380000.0
73488,ARTS,WESTERN CAPE,Masithandane,380000.0
73618,ARTS,WESTERN CAPE,Edu Compass Community Development Services,380000.0
73845,ARTS,WESTERN CAPE,Klein Karoo Nasionale Kunstefees,380000.0
74107,ARTS,WESTERN CAPE,The Arepp: Theatre For Life Trust,380000.0
73338,ARTS,WESTERN CAPE,Pioneer Printers,429780.0
73390,ARTS,WESTERN CAPE,The Educational Support Services Trust,285000.0
73025,ARTS,WESTERN CAPE,The Magnet Theatre Educational Trust,190000.0
74375,ARTS,WESTERN CAPE,Dance For All,600000.0
72591,ARTS,WESTERN CAPE,Ikapa Dance Theatre Productions,600000.0
73921,ARTS,WESTERN CAPE,The Cape Town Carnival Trust,600000.0
73124,ARTS,WESTERN CAPE,Assitej South Africa,600000.0
